Ps.0.0	¶ The thirde part ofthe Byble
Ps.0.0	¶ The psalmes of Dauid.
Ps.1.1	Blessed is the man that hath not walked in the councel of the vngodly, ner stonde in the waye of sinners, Ꟶ hath not sytt in the seate of the scornefull.
Ps.1.2	But hys delyte is in the lawe of the Lorde: and in his lawe will he exercise him selfe daye Ꟶ night.
Ps.1.3	And he shalbe lyke a tre planted by the watersyde, that wyll brynge forth hys frute in due season. His leafe also shall not wither: Ꟶ loke whatsoeuer he doth, it shall prospere.
Ps.1.4	As for the vngodly, is it not so wt them: but they are lyke the chafe which the wynde scatered awaye.
Ps.1.5	Therfore, the vngodly shall nott be able to stande in the iudgment, nether the synners in the congregacion of the ryghtewes.
Ps.1.6	But the Lorde knoweth the waye of the ryghtewes, and the waye of the vngodly shall peryshe.
Ps.2.1	Why do the Heythen so furiouslye rage together? and why do the people ymagyne a vayne thynge?
Ps.2.2	The kynges of the erth stande vp, and the rulers take councell together agaynst the Lorde, and agaynst hys anoynted.
Ps.2.3	Let vs breake theyr bondes asunder, and cast awaye theyr coardes from vs.
Ps.2.4	He that dwelleth in heauen shall laugh them to scorne: the Lorde shall haue them in derisyon.
Ps.2.5	Then shall he speake vnto them in hys wrath, and vexe them in hys sore displeasure.
Ps.2.6	Yet haue I set my kynge vpon my holy hyll of Syon.
Ps.2.7	I wyll preach the lawe, wherof the Lorde hath sayd vnto me: thou arte my sonne, thys daye haue I begotten the.
Ps.2.8	Desyre of me, and I shall geue the, the Heythen for thyne enheritaunce, Ꟶ the vtmost partes of the erthe for thy possessyon.
Ps.2.9	Thou shalt bruse them with a rodd of yron, and breake them in peces lyke a potters vessell.
Ps.2.10	Be wyse nowe therfore, O ye kinges, be warned, ye that are iudges of the earth.
Ps.2.11	Serue the Lorde in feare, and reioyse. with reuerence.
Ps.2.12	Kysse the sonne, lest he be angrye, Ꟶ so ye perysshe from the waye, yf his wrath be kyndled (yee but a lytle) blessed are all they that put theyr trust in hym.
Ps.3.1	A psalme of Dauid when he fledd from the face of Absalon hys sonne. Lord, howe are they increased, that trouble me? many are they, that ryse against me.
Ps.3.2	Many one there be, that saye of my soule: there is no helpe for hym in God. Sela.
Ps.3.3	But thou O Lorde, arte my defender: thou arte my worshyppe, and the lyfter vp of my heed.
Ps.3.4	I did call vpon the Lorde with my voyce, and he hearde me out of hys holy hyll. Sela.
Ps.3.5	I layed me downe and slepte, and rose vp agayne, for the Lorde susteyned me.
Ps.3.6	I will not be afrayde for ten thousandes of the people, that haue set them selues agaynst me rounde about.
Ps.3.7	Up Lorde, Ꟶ helpe me, O my God, for thou smyttest all myne enemyes vpon the cheke bone: thou hast broken the teeth of the vngodly.
Ps.3.8	Saluacyon belongeth vnto the Lorde, and thy blessynge is vpon thy people. Selah.
Ps.4.1	To hym that excelleth in musick, a psalme of Dauid. Heare me, when I call, O God, of my ryghtewesnes: thou hast set me at lybertye, when I was in trouble: haue mercy vpon me, and herken vnto my prayer.
Ps.4.2	O ye sonnes of men, howe longe wyll ye blaspheme myne honoure, Ꟶ haue soch pleasure in vanyte, and seke after lesyng? Sela.
Ps.4.3	Knowe thys also, that the Lorde hathe chosen to hym selfe the man that is godlye: when I call vpon the Lorde, he wyll heare me.
Ps.4.4	Stonde in awe, and synne not: comen with youre awne herte, and in youre chamber, and be styll. Sela.
Ps.4.5	Offer the sacryfyce of ryghtewesnesse, and put youre trust in the Lorde.
Ps.4.6	There be many that saye: who wyll shewe vs any good? Lorde lyfte thou vp the lyght of thy countenaunce vpon vs.
Ps.4.7	Thou hast putt gladnesse in myne herte, sence the tyme that theyr corne Ꟶ wyne increased.
Ps.4.8	I wyll laye me downe in peace, and take my rest: for it is thou Lorde onely, that makest me dwell in safetye.
Ps.5.1	To hym that excelleth in songes of Musick: a psalme of Dauid. Pondre my wordes, O Lord, consydre my meditacyon.
Ps.5.2	O herken thou vnto the voyce of my callynge, my kinge and my God for vnto the wyll I make my prayer.
Ps.5.3	My voyce shalt thou heare by tymes, O Lorde, early in the mornyng will I directe my praier vnto the, and wyll loke vp.
Ps.5.4	For thou arte the God that hath no pleasure in wyckednes, nether shall any euell dwell with the.
Ps.5.5	Soch as be foolysh, shall not stande in thy syght, thou hatest all them that worke vanyte. Thou shalte destroye them that speake leasynge: the Lorde wyll abhorre both the bloud thyrstye, and disceatfull man.
Ps.5.6	But as for me, I will come into thy house, euen vpon the multitude of thy mercy, and in thy feare wyll I worshyp towarde thy holy temple.
Ps.5.7	Leade me, O Lorde, in thy ryghtewesnesse because of myne enemyes: make thy waye playne before my face.
Ps.5.8	For there is no faythfulnesse in hys mouth: theyr inwarde partes are very wickednes.
Ps.5.9	Theyr throte is an open sepulchre: they flatter wt their tonge.
Ps.5.10	Destroye thou them, O God, let them perysshe thorowe theyr awne ymaginacyons, cast them out in the multitude of theyr vngodlynes: for they haue rebelled agaynst the.
Ps.5.11	And let all them that put theyr trust in the reioyce: they shall euer be geuinge of thankes, because thou defendest them: they that loue thy name shalbe ioyfull in the.
Ps.5.12	For thou Lorde wylt geue thy blessynge vnto the ryghteous: and with thy fauorable kyndnesse wylt thou defende hym, as with a shylde.
Ps.6.1	To hym that excelleth in musick, vpon the instrument of eyght strynges. A psalme of Dauid. O Lorde, rebuke me not in thyne indignacion: nether chasten me in thy displeasure.
Ps.6.2	Haue mercy vpon me, O Lorde: for I am weake: O Lorde heale me: for my bones are vexed.
Ps.6.3	My soule also is sore troubled: but Lorde howe longe wylt thou punyshe me?
Ps.6.4	Turne the, O Lorde, and delyuer my soule: Oh saue me for thy mercyes sake.
Ps.6.5	For in death no man remembreth the: Ꟶ who will geue the thankes in the pytte?
Ps.6.6	I am weery of my gronynge: euery nyght washe I my bedd, Ꟶ water my couche with my teares.
Ps.6.7	My bewtye is gone for very trouble, and worne awaye because of all myne enemyes.
Ps.6.8	Awaye frome all ye that worke vanyte: for the Lorde hath hearde the voyce of my wepynge.
Ps.6.9	The Lorde hathe hearde my peticyon, the Lorde wyll receaue my prayer.
Ps.6.10	All myne enemyes, shalbe confounded Ꟶ soore vexed, they shalbe turned backe Ꟶ put to shame sodenly.
Ps.7.1	Sigaion of Dauid, which he sang vnto the Lord in the busynes of Thus the sonne of Iemini. O Lorde my God, in the haue I put my trust: saue me from all them that persecute me, Ꟶ delyuer me.
Ps.7.2	Lest he deuoure my soule lyke a lyon, and teare it in peces, whyle there is none to helpe.
Ps.7.3	O Lorde my God, yf I haue done any soche thynge, or yf there be any wyckednes in my handes.
Ps.7.4	Yf I haue rewarded euyll vnto him that dealt frendly with me, yee, I haue delyuered hym, that without any cause is myne enemye.
Ps.7.5	Then lett myne enemye persecute my soule, and take me: ye let hym treade my lyfe downe vpon the earth, Ꟶ laye myne honoure in the dust. Sela.
Ps.7.6	Stande vp, O Lorde, in thy wrath: and lyfte vp thy selfe, because of the indygnacyons of myne enemyes: aryse vp for me, in the iudgement that thou hast commaunded.
Ps.7.7	And so shall the congregacyon of the people come aboute the, for theyr sakes therfore lyft vp thy selfe agayne.
Ps.7.8	The Lorde shall iudge the people geue sentence with me, O Lorde, accordyng to my ryghtewesnes, and accordynge to the innocencye that is in me.
Ps.7.9	Oh let the wyckednes of the vngodly come to an ende: but guyd thou the iust.
Ps.7.10	For the righteous God trieth the very hertes and the reynes.
Ps.7.11	My helpe commeth of God, which preserueth them that are true of herte.
Ps.7.12	God is a ryghtewes iudge, and God is prouoked euery daye. Yf a man will not turne, he wyll whet his swerde: he hath bent his bowe and made it ready.
Ps.7.13	He hath prepared hym the instrumentes of deeth: he ordeyneth hys arowes agaynst the persecutours.
Ps.7.14	Beholde he trauayleth with myschefe, he hath conceaued sorow, and brought forth vngodlynesse.
Ps.7.15	He hath grauen and dygged vp a pytte, Ꟶ is fallen hym selfe into the destruccyon that he made (for other.)
Ps.7.16	For his trauayll shall come vpon his awne head Ꟶ his wickednes shall fall vpon hys awne pate.
Ps.7.17	I wyll geue thankes vnto the Lorde accordynge to his ryghteousnes, Ꟶ will prayse the name of the Lorde the most hyest.
Ps.8.1	To hym that excelleth in Githith, a Psalme of Dauid. O Lorde our gouernoure, howe excellent is thy name in all the world, thou that hast sett thy glory aboue the heauens?
Ps.8.2	Out of the mouth of very babes and sucklynges hast thou ordeyned strength because of thyne enemyes, that thou myghtest styll the enemye and the auenger.
Ps.8.3	For I wyll consydre thy heauens, euen the worcke of thy fyngers: the moone Ꟶ the starres whych thou hast ordeyned.
Ps.8.4	What is man, that thou art myndfull of hym? and the sonne of man, that thou visytest hym?
Ps.8.5	Thou madest hym lower then the aungels, to crowne hym with glory Ꟶ worshyppe.
Ps.8.6	Thou makest him to haue domynion in the workes of thy handes: and thou hast put all thynges in subieccion vnder his fete.
Ps.8.7	All shepe and oxen, ye and the beastes of the felde.
Ps.8.8	The foules of the ayre, and the fysshe of the see, Ꟶ whatsoeuer walcketh thorow the pathes of the sees.
Ps.8.9	O Lorde oure gouernoure, howe excellent is thy name in all the worlde.
Ps.9.1	To hym that excelleth vpon Almuth Labben, a Psalme of Dauid. I Wyll geue thankes vnto the, O Lorde wyth my whole herte, I wyll speake of all thy maruelous worckes.
Ps.9.2	I wyll be glad, and reioyse in the, yee my songes will I make of thy name, O thou moost hyest.
Ps.9.3	Whyle myne enemyes are dryuen backe, they shall fall, Ꟶ perysh at thy presence.
Ps.9.4	For thou hast mayntened my ryght Ꟶ my cause: thou art sett in the throne that iudgest ryght.
Ps.9.5	Thou hast rebuked the Heythen, Ꟶ destroyed the vngodly, thou hast put out their name for euer Ꟶ euer.
Ps.9.6	O thou enemye: destruccyons are come to a perpetuall ende: euen as the cities which thou hast destroyed: their memoriall is perished with them.
Ps.9.7	But the Lorde shall endure for euer, he hath also prepared his seate for iudgement:
Ps.9.8	For he shall iudge the world in ryghteousnes, and minister true iudgement vnto the people.
Ps.9.9	The Lorde also wylbe a defence for the oppressed euen a refuge in due tyme of trouble.
Ps.9.10	And they that knowe thy name, wyll put their trust in the: for thou (Lorde) hast neuer fayled them, that seke the.
Ps.9.11	O prayse the Lord, which dwelleth in Syon, shewe the people of hys doinges.
Ps.9.12	For when he maketh inquisycion for bloude, he remembreth them: Ꟶ forgetteth not the complaynte of the poore.
Ps.9.13	Haue mercy vpon me (O Lorde) consydre the trouble whych I suffre of them that hate me, thou that lyftest me vp from the gates of death.
Ps.9.14	That I maye shewe all thy prayses wyth in the portes of the daughter of Syon, I wyll reioyse in thy saluacyon.
Ps.9.15	The Heithen are suncken downe in the pytte that they made: in the same nett which they hydd pryuely, is their awne foote taken.
Ps.9.16	The Lorde is knowen to execute iudgement: the vngodly is trapped in the worcke of his awne handes: A consyderacyon Sela.
Ps.9.17	The wycked shall be turned vnto hell, Ꟶ all people that forget God:
Ps.9.18	For the poore shall not be all waye forgotten, the pacient abydynge of the meke shall not peryshe for euer.
Ps.9.19	Up Lorde, and let not man haue the vpper hande, let the Heythen be iudged in thy syght.
Ps.9.20	Put them in feare (O Lorde) that the Heythen maye knowe them selues to be but men. Sela.
Ps.10.1	Why stondest thou so farre of (O Lord) Ꟶ hydest thy face in that neadefull tyme of trouble?
Ps.10.2	The vngodly for his owne lust, doth persecute the poore: let them be taken in the craftye wilynesse that they haue ymagined.
Ps.10.3	For the vngodly hath made boast of hys awne hertes desyre, Ꟶ speaketh good of the couetous, whom God abhorreth.
Ps.10.4	The vngodly is so proude that he careth not for God, nether is God in all his thoughtes.
Ps.10.5	His wayes are allway greuous, thy iudgementes are farre aboue out of his syght, Ꟶ therfore defyeth he all his enemyes.
Ps.10.6	For he hath sayed in his hert: Tush I shall neuer be cast downe, ther shall no harme happen vnto me. His mouth is full of cursynge, and disceate and fraude vnder his tonge is vngodlynesse Ꟶ vanite.
Ps.10.7	He sytteth lurkinge in the theuish corners of the stretes, Ꟶ priuely in his lurkynge dennes doth he murthur the innocent: his eyes are set agaynst the poore.
Ps.10.8	For he lyeth waytinge secretly (euen as a lyon, lurketh he in his denne) that he maye rauish the poore.
Ps.10.9	He doth rauish the poore, when he getteth him in to his nett.
Ps.10.10	He falleth downe Ꟶ humbleth him selfe, that the congregacyon of the poore maye fall in to the hande of his captaynes.
Ps.10.11	He hath sayed in his herte: Tush, God hath forgotten, he hydeth awaye his face, and he wyll neuer se it.
Ps.10.12	Aryse (O Lorde God) and lyfte vp thyne hande, forget not the poore.
Ps.10.13	Wherfore shulde the wycked blaspheme God, whyle he doth saye in his herte: tush, thou God carest not for it?
Ps.10.14	Surely thou hast sene it. For thou beholdest vngodlynesse and wronge. That thou mayest take the matter in to thy hande: the poore committeth hym selfe vnto the, for thou art the helper of the frendlesse.
Ps.10.15	Breake thou the power of the vngodly and malycyous, take awaye hys vngodlynesse, and thou shalt fynde none.
Ps.10.16	The Lorde is kynge for euer, and euer, and the Hethen are peryshed out of the lande.
Ps.10.17	Lorde, thou hast hearde the desyre of the poore: thou preparest theyr hert and thyne eare herkeneth therto.
Ps.10.18	To helpe the fatherlesse and poore vnto theyr right: that the man of the erthe be no more exalted agaynst them.
